name, date, open, max, min, close, volume 
PZU,20141201,477.19999999999999,479.69999999999999,475,475.55000000000001,87040
QUANTUM,20141201,4.3499999999999996,4.3499999999999996,4.2999999999999998,4.3499999999999996,650
QUERCUS,20141201,5.79,5.7999999999999998,5.7199999999999998,5.7699999999999996,9502
QUMAK,20141201,12.890000000000001,12.9,12.619999999999999,12.9,1717
RADPOL,20141201,8.5,8.5399999999999991,8.4499999999999993,8.5399999999999991,4178
RAFAKO,20141201,5.8399999999999999,5.8399999999999999,5.6100000000000003,5.6100000000000003,41031
RAFAMET,20141201,16.469999999999999,16.469999999999999,16.469999999999999,16.469999999999999,16
RAINBOW,20141201,17.649999999999999,17.649999999999999,17.399999999999999,17.489999999999998,9172
RANKPROGR,20141201,3,3.0099999999999998,2.98,2.98,8724
RAWLPLUG,20141201,7,7.0800000000000001,6.9900000000000002,7.0499999999999998,10354
RCAGRB10918,20141201,999.35000000000002,999.35000000000002,999.35000000000002,999.35000000000002,15
RCCRUAOPEN,20141201,13.220000000000001,13.6,13.220000000000001,13.6,4915
RCDAXAOPEN,20141201,415.25,415.44999999999999,415.02999999999997,415.02999999999997,155
RCGBSH11016,20141201,887.30999999999995,887.30999999999995,887.30999999999995,887.30999999999995,25
RCGBSH11116,20141201,1032.9200000000001,1032.9200000000001,1032.9200000000001,1032.9200000000001,1
RCGLDAOPEN,20141201,389.14999999999998,400.06,389.14999999999998,400.06,39
RCGSDG10219,20141201,1038.75,1038.75,1038.75,1038.75,2
RCLLCOOPEN,20141201,23.399999999999999,23.399999999999999,23.399999999999999,23.399999999999999,30
RCLNAGOPEN,20141201,9.8699999999999992,9.8699999999999992,9.8699999999999992,9.8699999999999992,10000
RCNAGAOPEN,20141201,30.34,30.34,30.34,30.34,20
RCNMBAOPEN,20141201,92.120000000000005,92.120000000000005,92.120000000000005,92.120000000000005,10
RCPGN10315,20141201,1064.4300000000001,1064.4300000000001,1064.4300000000001,1064.4300000000001,50
RCPGN10415,20141201,929.59000000000003,929.59000000000003,929.59000000000003,929.59000000000003,100
RCRTXAOPEN,20141201,66.010000000000005,66.010000000000005,66.010000000000005,66.010000000000005,500
RCSCEAOPEN,20141201,70.689999999999998,70.689999999999998,70.260000000000005,70.260000000000005,46
RCSCRAOPEN,20141201,231.59999999999999,232.05000000000001,220,220,648
RCSDAXOPEN,20141201,144.13,144.13,142.62,142.62,412
RCSILAOPEN,20141201,51.049999999999997,54.350000000000001,51.049999999999997,54.350000000000001,2648
